RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount ,HasCreditCard,ActiveStatus,IncomeEstimate,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints,Retention
5055,5642094,VUKOV,609,USA,0,27,2,0,1,0,0,259524,0,4,Debit Card,651,1
5056,5807800,MATTHIES,761,USA,0,28,2,0,2,1,1,87704,0,1,Gold Card,453,1
5057,5692530,KRIZ,840,Israel,0,29,2,93028.5,1,0,1,42057,0,4,Titanium Card,624,1
5058,5608268,AMAD,709,Israel,0,43,12,74341.8,3,1,0,239365,1,1,Titanium Card,1155,0
5059,5683285,BULKELEY,799,UK,1,42,10,98978,2,0,1,226921,0,4,Debit Card,1684,1
5060,5580657,SCHEXNAIDER,659,UK,0,19,7,0,2,1,0,209930,0,5,Gold Card,1016,1
5061,5683077,BOETTLER,580,UK,0,36,11,72103.7,1,1,0,158111,0,2,Elite Card,1016,1
5062,5735863,BUTKO,701,UK,1,40,15,0,2,1,0,85298,0,2,Debit Card,1674,1
5063,5652162,SUTTERLIN,857,Israel,0,46,10,56414.8,1,1,1,297108,0,1,Elite Card,1621,1
5064,5593545,KIM,678,USA,0,34,7,97998.4,2,0,0,206686,0,5,Elite Card,943,1
5065,5671897,BABE,592,UK,1,51,2,0,2,1,0,155680,0,1,Elite Card,451,1
5066,5776300,STANKOV,806,UK,1,24,0,65726.8,1,1,0,46369,0,1,Debit Card,1306,1
5067,5704437,DIENG,653,UK,1,30,14,0,2,1,1,117977,0,3,Elite Card,696,1
5068,5603080,PODLESNY,686,Israel,0,46,1,89987.2,1,1,1,184964,1,2,Debit Card,565,0
5069,5719129,CRUZMARTINEZ,722,USA,1,70,5,72052.4,1,1,1,261178,0,3,Gold Card,1048,1
5070,5742861,KEHN,697,USA,0,32,10,0,2,0,1,128604,0,6,Titanium Card,1234,1
5071,5795825,BARAM,739,UK,1,40,6,0,2,0,0,181708,0,3,Elite Card,1254,1
5072,5773947,NUSSBAUM,743,UK,0,29,7,71224.4,2,1,0,126299,0,4,Titanium Card,1567,1
5073,5574264,OLHEISER,547,UK,1,30,6,68326.8,1,0,1,271836,0,5,Debit Card,1461,1
5074,5801476,TRONG,679,Israel,0,28,11,75164.4,2,0,0,211845,0,3,Titanium Card,1106,1
5075,5672493,HUA,565,UK,0,42,14,83658.6,1,0,0,237167,0,5,Titanium Card,638,1
5076,5685498,RUIZGONZALEZ,761,USA,1,26,8,95241.5,1,1,1,195958,0,6,Elite Card,536,1
5077,5722472,GIANGIULIO,772,UK,0,35,8,0,2,1,0,25561,0,3,Titanium Card,613,1
5078,5733747,JACQUEZ,708,UK,0,29,5,0,2,1,0,38493,0,4,Debit Card,501,1
5079,5734128,LEVERSEE,839,USA,0,38,5,52925.6,1,1,1,290041,0,3,Titanium Card,1052,1
5080,5693165,CAIRY,500,UK,1,31,8,0,2,1,1,182227,0,3,Elite Card,1563,1
5081,5764448,NOOJIN,706,UK,0,20,8,0,2,1,1,243678,0,4,Debit Card,451,1
5082,5759081,BOEGEMAN,701,UK,0,40,9,71856.4,1,1,1,211706,0,5,Elite Card,1796,1
5083,5794488,SUGERMAN,691,USA,0,40,0,95253.5,3,0,0,278311,1,5,Debit Card,1628,0
5084,5661513,ROCCHIO,656,USA,0,45,8,99714.6,1,1,0,177574,0,2,Debit Card,1612,1
5085,5668170,TUM,778,UK,0,42,12,95178.3,1,1,1,12321,0,2,Debit Card,1029,1
5086,5688458,KRAISINGER,588,Israel,1,56,11,81025.1,2,1,0,69782,1,2,Titanium Card,408,0
5087,5668148,FRESINA,777,USA,1,49,2,0,2,0,0,16158,0,4,Elite Card,1674,1
5088,5624857,STEPNOWSKI,751,USA,1,34,4,0,1,1,0,298936,1,4,Elite Card,1603,0
5089,5735115,DELELLO,536,UK,0,45,0,59892.5,3,1,0,128975,1,2,Titanium Card,1188,0
5090,5633202,PILLAR,706,Israel,0,44,1,68933.2,1,0,0,194806,0,1,Elite Card,1137,1
5091,5643738,PATERAS,500,UK,1,31,9,0,2,0,0,94737,0,2,Elite Card,1609,1
5092,5811905,DELLAPOSTA,520,Israel,0,38,5,91237.3,2,1,0,256605,0,1,Debit Card,1170,1
5093,5597552,DUPPS,778,UK,0,45,0,0,2,1,0,79833,1,6,Gold Card,1376,0
5094,5789088,CETOLA,642,Israel,0,50,8,93927.6,3,1,1,269751,1,6,Elite Card,946,0
5095,5617945,BRAAK,609,UK,1,27,15,0,1,1,0,171771,0,6,Elite Card,1310,1
5096,5744066,KJELDGAARD,683,USA,0,42,7,59576.6,1,0,1,208743,0,3,Gold Card,604,1
5097,5759362,HORSLEY,678,UK,0,38,2,97340.9,1,0,0,75373,0,1,Titanium Card,685,1
5098,5569781,VIDAURRAZAGA,622,USA,1,28,12,0,2,1,1,170204,0,3,Elite Card,1396,1
5099,5730797,DEKALB,608,Israel,0,35,8,96862.7,2,1,0,221226,0,3,Debit Card,1569,1
5100,5732860,REYNOSO,655,Israel,0,40,12,70666.7,1,0,0,287173,1,2,Elite Card,846,0
5101,5582691,KOLF,591,USA,1,32,6,0,2,1,0,179072,0,1,Debit Card,903,1
5102,5723391,CARLI,598,USA,1,65,3,0,2,1,1,49915,0,5,Elite Card,1342,1
5103,5634433,ARIN,760,USA,0,29,15,69672.5,2,0,0,109661,0,5,Titanium Card,1699,1
5104,5810287,JOHNDRO,747,Israel,0,48,11,85026.2,1,1,1,144885,1,6,Debit Card,486,0
5105,5695713,COLAVECCHIO,814,USA,1,39,8,0,1,0,1,10384,0,3,Titanium Card,1623,1
5106,5718675,HORNEY,717,Israel,1,59,14,64594.3,1,1,0,264604,1,3,Elite Card,1177,0
5107,5684972,MURTON,587,UK,0,24,13,52356.8,1,1,0,96524,0,5,Elite Card,1311,1
5108,5585632,GERFEN,878,USA,0,42,6,75141.4,1,1,0,174145,0,1,Gold Card,638,1
5109,5779399,BLOCZYNSKI,683,USA,1,53,3,79745.6,1,1,1,44791,0,3,Gold Card,728,1
5110,5577116,JAURIGUE,706,USA,1,23,5,0,1,1,0,72640,0,4,Gold Card,730,1
5111,5647752,VILCHECK,643,UK,0,29,5,49975.7,1,1,1,49155,0,4,Titanium Card,645,1
5112,5743084,GRAFTON,726,UK,1,29,6,92015.9,2,0,1,175590,0,3,Gold Card,1429,1
5113,5587965,ESQUIBEL,525,USA,0,32,9,0,1,1,1,204296,0,1,Elite Card,1686,1
5114,5616944,MALONY,844,UK,0,51,6,123675.8,1,1,0,41158,0,4,Titanium Card,849,1
5115,5721968,WALLENDORF,745,UK,1,50,14,123765.7,1,0,0,288234,1,1,Elite Card,914,0
5116,5727451,GILCREST,586,Israel,1,46,9,68191.1,3,1,0,104114,1,1,Debit Card,1674,0
5117,5650547,PINER,705,Israel,1,31,9,85343.9,1,1,0,87660,0,3,Gold Card,1425,1
5118,5755362,DIEZ,814,UK,0,30,10,26359.6,2,0,0,288779,0,5,Gold Card,1437,1
5119,5573985,REYMUNDO,720,UK,1,42,15,0,1,1,1,217312,0,1,Debit Card,703,1
5120,5668191,MINJAREZ,755,UK,1,42,15,51739,2,1,1,263060,0,1,Debit Card,699,1
5121,5702219,CAUGHLAN,719,UK,0,31,6,94308.1,1,1,0,660,0,4,Debit Card,1692,1
5122,5708819,KIMMET,749,USA,1,39,5,0,2,0,0,114956,0,4,Debit Card,1599,1
5123,5657250,SKALKO,706,UK,1,18,0,87794.2,1,1,0,74220,0,1,Titanium Card,739,1
5124,5746315,PINILLA,891,USA,1,30,15,62555.9,1,0,1,15626,0,3,Gold Card,529,1
5125,5613739,VIZZA,821,USA,0,39,5,91955.6,1,1,1,101964,0,3,Gold Card,447,1
5126,5657996,STOWASSER,583,USA,0,44,10,70513.4,1,0,1,211394,1,3,Titanium Card,1404,0
5127,5655347,JAGGERS,747,USA,0,60,9,0,2,0,1,70708,0,4,Debit Card,1102,1
5128,5646096,GALDA,817,USA,0,45,3,0,2,0,1,189362,1,1,Elite Card,1753,0
5129,5727239,WINDHAM,598,UK,1,41,0,110885.8,2,0,1,33921,0,3,Titanium Card,1419,1
5130,5764692,BELSAN,581,Israel,1,36,3,109538.5,1,1,0,72747,0,3,Elite Card,428,1
5131,5633636,REISTAD,711,Israel,1,42,0,109310.5,2,0,1,155266,0,2,Gold Card,1441,1
5132,5707977,PIERRON,639,UK,1,43,12,83739.1,1,1,0,183110,0,3,Elite Card,824,1
5133,5580220,RAPA,413,UK,0,71,5,0,1,1,0,98303,0,1,Debit Card,1375,1
5134,5668900,HAMEY,526,USA,1,43,7,78956,1,0,1,240091,0,1,Gold Card,1720,1
5135,5643107,WILLESS,830,UK,1,63,7,65658.7,1,1,0,233819,1,4,Debit Card,1465,0
5136,5589020,KLOPPER,497,UK,0,44,4,0,2,0,1,291624,0,2,Elite Card,860,1
5137,5681586,RUSSENBERGER,809,Israel,1,66,15,65574.9,2,1,1,32445,0,1,Debit Card,1227,1
5138,5601876,HEASER,742,UK,0,53,11,96158.6,4,1,0,235715,1,4,Gold Card,1646,0
5139,5590128,SEAMS,820,UK,0,26,1,0,1,0,1,79194,0,3,Gold Card,1495,1
5140,5704732,GRUBBE,794,USA,1,55,11,0,1,1,0,182697,1,3,Gold Card,1458,0
5141,5618388,TERREAULT,642,UK,1,24,1,70511.5,2,0,0,61657,0,2,Elite Card,1508,1
5142,5663898,BIAGAS,755,USA,0,33,1,0,2,1,0,15906,0,3,Titanium Card,1353,1
5143,5779566,VRAZEL,740,USA,0,41,14,0,2,0,0,117845,0,4,Gold Card,1659,1
5144,5670825,LIDER,704,USA,0,31,2,0,1,1,1,256232,1,5,Titanium Card,630,0
5145,5749028,FRANGIOSA,456,UK,0,23,9,89644.8,1,1,1,169899,0,2,Elite Card,1321,1
5146,5682058,OKES,842,Israel,0,33,0,92343.3,1,1,1,257653,0,2,Elite Card,1695,1
5147,5630045,SCHEELER,848,Israel,0,39,12,85765.3,2,0,0,81624,0,2,Debit Card,1092,1
5148,5719943,LOSSER,726,UK,0,37,14,81239.3,1,1,0,196133,0,2,Titanium Card,1765,1
5149,5813781,DEPERIO,829,USA,0,73,2,0,2,1,1,211770,0,3,Titanium Card,735,1
5150,5689830,FALKE,772,UK,1,50,13,80072.4,1,0,1,275132,0,5,Debit Card,1746,1
5151,5615542,IDEKER,578,UK,0,31,15,131235.7,1,1,1,199155,0,2,Elite Card,1159,1
5152,5684595,BARTHLOW,749,UK,1,38,15,80945.7,1,1,1,36600,0,4,Titanium Card,1765,1
5153,5800690,PUMAREJO,676,USA,1,26,9,0,2,1,1,270477,0,2,Debit Card,1299,1
5154,5693516,OLBRANTZ,738,UK,0,26,13,0,2,1,0,167348,0,3,Titanium Card,1624,1
5155,5592705,GORDA,792,Israel,1,48,7,64997.2,2,0,0,3003,0,4,Gold Card,1048,1
5156,5656813,DEBUSK,811,UK,0,36,0,0,2,0,0,123847,0,2,Debit Card,937,1
5157,5676063,PRATT,522,USA,1,30,15,84895.6,1,0,1,182683,0,1,Elite Card,559,1
5158,5751496,MIGITA,730,USA,1,55,13,105755.7,1,1,0,290678,0,1,Debit Card,1502,1
5159,5790632,CLAPPER,606,UK,1,63,13,0,1,1,0,96889,0,1,Gold Card,1648,1
5160,5652793,MCCLEEREY,791,USA,1,61,2,122496.7,1,1,1,295490,0,4,Titanium Card,580,1
5161,5673320,CALLEJAS,505,UK,1,35,3,0,2,1,1,263277,0,4,Debit Card,1324,1
5162,5773291,TODOROFF,824,USA,1,42,12,0,1,0,0,25902,0,1,Debit Card,1214,1
5163,5764200,KURGAN,653,UK,1,28,12,53308.6,2,1,0,91352,0,3,Debit Card,1616,1
5164,5634492,PRAVATA,851,UK,0,30,10,0,2,1,1,151125,0,5,Debit Card,1430,1
5165,5626095,DUNTLEY,664,UK,1,45,13,0,2,1,1,292837,0,2,Elite Card,519,1
5166,5690506,SMYTHERS,923,UK,1,32,13,93971.3,1,0,0,5265,0,3,Elite Card,868,1
5167,5696561,KOTLARZ,442,USA,1,47,5,0,1,1,1,121876,0,4,Elite Card,1592,1
5168,5587529,UNIS,705,UK,0,26,2,0,2,1,1,137766,1,5,Titanium Card,944,0
5169,5580005,PRZYBYLEK,531,USA,0,32,10,96827.8,1,1,1,121015,0,1,Titanium Card,698,1
5170,5776236,GUADAGNOLO,746,Israel,0,36,9,92005.4,2,1,0,194869,0,2,Titanium Card,760,1
5171,5625105,IFFERT,829,UK,1,22,0,0,2,1,1,213043,0,3,Debit Card,577,1
5172,5762437,CIOCIOLA,590,UK,0,40,13,0,2,1,1,206477,0,1,Debit Card,742,1
5173,5813766,ULEN,637,UK,0,27,5,0,2,1,0,50815,0,1,Debit Card,829,1
5174,5706228,WELGE,778,USA,1,28,5,0,1,1,0,118116,0,1,Titanium Card,630,1
5175,5813174,SALABA,776,UK,0,38,13,0,2,1,0,145101,0,1,Titanium Card,1443,1
5176,5626435,WININGER,779,USA,0,23,6,85047.3,2,1,0,247135,0,1,Debit Card,1621,1
5177,5725091,BABEY,768,UK,1,26,15,0,1,1,1,246591,0,1,Debit Card,824,1
5178,5589001,ECKHOUT,588,USA,0,21,4,71875.1,1,0,1,243752,1,2,Debit Card,1425,0
5179,5796669,MONTRY,849,Israel,0,31,1,61040.4,2,0,0,15812,0,1,Gold Card,1282,1
5180,5621185,DECORE,850,Israel,0,41,7,80869.2,2,1,1,88987,0,4,Debit Card,1423,1
5181,5800378,LAURITO,533,USA,1,36,11,107697.8,2,0,1,267280,0,2,Elite Card,746,1
5182,5713254,FRODGE,631,USA,1,42,5,85610.3,1,1,0,213939,0,4,Debit Card,1743,1
5183,5613273,TELUSMA,742,UK,0,26,9,38353.4,1,1,1,272839,1,1,Elite Card,1509,0
5184,5622529,ZAMARIPA,705,UK,0,37,0,0,2,0,1,235287,0,6,Elite Card,1652,1
5185,5677945,YEAGLEY,825,UK,1,31,13,94829,2,1,0,49611,0,3,Debit Card,1624,1
5186,5803083,WIESEMAN,727,Israel,0,47,5,92227.7,1,1,0,75109,1,1,Gold Card,1257,0
5187,5722713,DINELL,661,UK,1,26,8,0,2,1,0,167010,0,4,Gold Card,1522,1
5188,5683954,VANSOEST,691,UK,1,27,5,0,2,0,1,150745,1,1,Elite Card,946,0
5189,5691997,ROMULO,658,USA,1,39,12,0,3,1,0,152056,0,2,Titanium Card,1087,1
5190,5722535,DEFONZO,895,USA,0,44,8,97644.3,2,0,0,271402,0,2,Gold Card,1771,1
5191,5580984,FELMEY,723,USA,0,35,14,0,2,1,0,157728,0,4,Elite Card,465,1
5192,5681930,DRAA,741,UK,0,63,0,0,1,1,1,1059,0,3,Elite Card,1275,1
5193,5608975,PRELLWITZ,712,UK,0,37,6,0,2,1,1,151753,0,6,Debit Card,800,1
5194,5769312,SUICO,644,USA,1,24,15,80205.1,1,1,1,10193,0,2,Titanium Card,900,1
5195,5792386,STROMING,719,UK,1,18,5,58424.8,2,0,0,294167,0,6,Gold Card,1232,1
5196,5659259,LEICHLITER,833,USA,1,32,1,63101.4,1,1,1,257941,0,2,Elite Card,854,1
5197,5672229,ENGLISH,815,UK,0,27,5,76277.2,1,1,1,266246,0,3,Gold Card,1329,1
5198,5631388,BLACKETTER,872,UK,1,75,8,0,2,0,1,221993,0,6,Debit Card,818,1
5199,5661986,SAINTELUS,689,UK,0,45,1,56210,1,0,0,54313,0,3,Elite Card,1592,1
5200,5726998,KURASHIGE,736,USA,0,18,1,0,2,1,0,215421,0,3,Titanium Card,1544,1
5201,5641732,SKENANDORE,546,Israel,0,47,15,62637.2,2,1,0,22242,0,6,Elite Card,1044,1
5202,5625735,ATWATER,531,UK,0,29,11,44725.1,1,1,0,232163,0,5,Elite Card,554,1
5203,5713390,ANTONIOU,697,Israel,1,18,12,67685.7,1,1,0,105793,1,1,Debit Card,1426,0
5204,5635424,MINNIFIELD,824,Israel,1,23,5,73883,1,1,1,86844,0,2,Titanium Card,1779,1
5205,5704351,SCHURKE,420,UK,0,36,8,0,1,1,1,104639,0,3,Gold Card,1684,1
5206,5736020,MOTSCHENBACHER,708,UK,1,34,14,119973.5,1,1,0,134907,0,4,Gold Card,669,1
5207,5633601,OMALLEY,491,UK,0,38,8,89337.8,1,1,0,134367,0,4,Debit Card,936,1
5208,5752817,CESTONE,877,Israel,1,39,8,81021.4,2,1,1,110197,0,5,Debit Card,792,1
5209,5665939,SPANJERS,845,USA,0,38,6,0,2,1,1,207814,0,4,Gold Card,778,1
5210,5682026,SPONHEIM,753,USA,1,47,1,0,1,1,1,242832,0,2,Gold Card,655,1
5211,5739301,TARALLO,643,UK,0,43,5,86478.2,2,0,0,130405,0,2,Titanium Card,1695,1
5212,5663997,BEMBRIDGE,764,Israel,0,18,4,63174.8,2,1,1,63362,0,2,Debit Card,705,1
5213,5621936,SHILT,702,Israel,1,59,5,103464.1,1,0,1,181811,1,4,Titanium Card,1551,0
5214,5783828,GROSSMAN,766,Israel,0,29,14,86343.3,1,1,1,154395,0,1,Elite Card,807,1
5215,5710846,WITKOWSKI,695,Israel,0,63,13,75590.9,2,1,1,97682,1,1,Debit Card,1746,0
5216,5701946,VIGNE,669,UK,0,23,4,0,1,0,1,117747,1,3,Debit Card,1688,0
5217,5671677,VANDOREN,682,USA,0,37,11,114797.5,1,1,1,157154,0,4,Gold Card,990,1
5218,5797888,HARBUT,785,UK,1,34,12,65074.7,1,1,1,144747,0,3,Titanium Card,1616,1
5219,5783222,GRAYS,673,UK,1,20,4,69813.3,2,1,0,58037,0,6,Titanium Card,1635,1
5220,5626380,DERINGER,626,UK,0,30,10,0,1,1,0,247206,0,2,Titanium Card,864,1
5221,5754418,BUSCHMAN,558,Israel,0,41,4,93062,3,1,0,156228,1,6,Elite Card,1660,0
5222,5655342,HANNEMAN,589,USA,1,32,7,0,2,1,0,133300,0,4,Titanium Card,1405,1
5223,5725020,STORLEY,556,UK,0,24,14,92731.2,1,1,0,194836,0,3,Titanium Card,1754,1
5224,5625535,ROSENCRANTS,643,USA,1,63,12,93534.5,1,0,1,268888,0,5,Titanium Card,1497,1
5225,5718319,DECRAENE,799,USA,1,45,8,0,1,1,0,108077,0,3,Debit Card,631,1
5226,5587828,QUAAS,617,UK,0,65,8,0,2,1,1,111871,0,1,Elite Card,1789,1
5227,5783429,HOTTEL,566,USA,1,31,9,74155.4,1,1,1,185992,0,2,Elite Card,1718,1
5228,5727695,GUILMAIN,777,UK,1,27,3,0,2,1,0,58440,0,1,Elite Card,454,1
5229,5792963,GUSH,750,UK,1,19,5,98491.8,1,0,1,142426,0,5,Elite Card,536,1
5230,5794528,ROMFO,651,UK,0,34,6,0,2,1,1,84964,0,2,Elite Card,1450,1
5231,5577368,AMBORN,791,Israel,0,32,10,83816.7,2,1,1,76174,0,3,Titanium Card,1180,1
5232,5751473,MCIVOR,812,UK,0,45,10,85526.5,3,1,0,13724,1,3,Titanium Card,1437,0
5233,5685706,PIATAK,595,UK,1,51,3,0,1,1,0,31509,1,1,Titanium Card,874,0
5234,5593264,AFALAVA,820,Israel,1,48,1,59217.4,1,1,1,50639,1,1,Titanium Card,879,0
5235,5668819,DYLES,752,UK,1,42,1,95629.1,1,1,0,294933,1,5,Elite Card,732,0
5236,5608934,LAUDERMILCH,681,UK,1,62,3,0,4,1,1,264530,1,4,Gold Card,774,0
5237,5645949,MUSNGI,738,UK,1,31,15,0,2,1,0,265415,0,3,Elite Card,404,1
5238,5703198,TAURO,508,USA,0,32,8,99423,1,1,1,266949,0,2,Debit Card,1135,1
5239,5662781,AYDELOTT,721,UK,1,37,1,82746.4,1,1,0,243297,0,3,Elite Card,1700,1
5240,5752796,MENSHOUSE,843,Israel,0,41,1,77881.8,1,0,0,296464,0,2,Elite Card,979,1
5241,5733888,PRIAR,606,UK,0,28,8,68813,1,1,0,90630,0,3,Gold Card,1488,1
5242,5583395,HAGGBERG,631,UK,1,50,14,0,2,0,0,105825,0,4,Debit Card,687,1
5243,5663728,KADELL,608,Israel,1,40,8,54636.4,1,1,1,298197,1,2,Debit Card,962,0
5244,5685600,HANSMANN,741,Israel,1,42,14,63464.2,1,1,0,189465,1,2,Elite Card,1501,0
5245,5702969,FYDA,715,USA,1,43,5,0,2,1,1,96773,0,5,Gold Card,1411,1
5246,5589686,SHOWER,794,UK,1,46,10,0,2,1,1,237870,0,4,Debit Card,1285,1
5247,5802407,HUXFORD,563,UK,1,29,5,91036.7,2,1,1,194029,0,1,Titanium Card,1038,1
5248,5584804,CULY,727,UK,1,67,0,0,1,1,1,205910,0,1,Debit Card,957,1
5249,5700895,BURKDOLL,679,UK,1,40,10,79634.7,1,1,1,257363,0,3,Titanium Card,1411,1
5250,5804513,SILBERBERG,815,UK,0,36,3,0,1,0,1,144792,1,1,Titanium Card,1264,0
5251,5721453,MEASMER,485,Israel,0,25,15,46587.4,2,0,1,96631,0,4,Debit Card,820,1
5252,5745609,RUTSTEIN,576,UK,1,34,10,0,2,1,1,237666,0,2,Debit Card,948,1
5253,5751705,MISITI,660,UK,0,45,6,0,2,1,1,99822,0,3,Gold Card,1044,1
5254,5670949,RANARD,719,USA,0,23,11,0,2,0,0,162012,0,2,Titanium Card,1314,1
5255,5747169,GONNERMAN,490,USA,0,29,14,136148.7,1,1,0,192402,0,3,Debit Card,1768,1
5256,5747440,CHUDNOVSKY,807,UK,0,60,11,73542.8,2,1,0,56196,1,3,Gold Card,1767,0
5257,5761758,BARCZYK,748,USA,0,53,8,109173.9,1,0,0,236071,1,3,Titanium Card,429,0
5258,5629884,KRAUSHAR,832,Israel,1,33,15,94046.1,3,1,1,291385,0,3,Titanium Card,673,1
5259,5628386,BUETHE,725,UK,0,46,8,77289.8,1,1,1,208588,0,4,Gold Card,1209,1
5260,5615984,RADINSKY,669,UK,0,46,15,100971.9,1,0,1,61340,0,5,Titanium Card,1599,1
5261,5733055,ABDELJABER,666,Israel,0,42,3,102804,2,1,1,60392,0,3,Elite Card,1141,1
5262,5815934,NIETZ,687,UK,0,23,2,59952.7,1,1,0,69304,0,6,Titanium Card,1214,1
5263,5661129,DERKSEN,677,UK,0,30,11,59454.7,1,1,1,19690,0,2,Gold Card,410,1
5264,5745338,BUBEL,816,Israel,0,40,11,53137.5,2,1,0,248512,0,6,Titanium Card,835,1
5265,5692263,FREYMUTH,509,USA,0,36,10,0,3,0,0,8188,1,2,Titanium Card,847,0
5266,5708915,LEYTHAM,523,UK,1,36,15,0,2,1,0,197879,0,1,Titanium Card,1012,1
5267,5786211,GORDIANO,842,UK,0,38,0,78532.9,1,1,1,273558,0,3,Debit Card,1592,1
5268,5710647,VITKUS,536,UK,1,27,6,0,2,1,0,221400,0,2,Debit Card,734,1
5269,5689437,NEGRETTE,770,UK,1,35,6,0,2,0,0,139298,0,4,Gold Card,1023,1
5270,5732962,ALSALMAN,668,Israel,1,25,14,97614.8,1,1,0,100714,1,3,Gold Card,1566,0
5271,5607455,LUCKI,642,Israel,1,25,4,100124.1,2,1,1,98416,0,2,Debit Card,872,1
5272,5569468,BOTTEN,738,Israel,0,30,2,66850.6,1,1,0,207846,1,4,Gold Card,1599,0
5273,5589067,AGUEDA,832,UK,0,39,5,0,1,1,0,281086,1,4,Titanium Card,507,0
5274,5734304,STIPETICH,494,UK,1,34,15,98329.3,1,1,0,50484,0,5,Elite Card,450,1
5275,5709586,SPECKMANN,690,UK,0,47,3,0,2,1,0,150927,0,2,Gold Card,1170,1
5276,5581223,LONDAGIN,738,UK,1,42,0,0,2,0,1,297202,0,1,Elite Card,1653,1
5277,5695290,SCHRAFFENBERGER,552,UK,0,23,3,81215.6,2,1,1,75553,0,5,Elite Card,782,1
5278,5590733,GROVE,529,USA,0,45,14,0,2,1,1,163180,0,1,Gold Card,954,1
5279,5800299,KNOLLE,478,Israel,1,27,7,75792.4,1,1,0,49649,1,2,Debit Card,1418,0
5280,5731524,PERGOLA,650,USA,0,36,2,66980.9,1,1,1,186826,0,3,Gold Card,1512,1
5281,5694262,REMY,575,Israel,1,20,10,66688.3,1,1,0,7738,1,3,Titanium Card,1228,0
5282,5621335,MAFFEI,768,USA,0,30,13,0,2,0,0,72342,0,3,Elite Card,1034,1
5283,5746000,BISHARAT,805,UK,1,35,15,77572,1,1,0,163197,0,4,Titanium Card,1616,1
5284,5800524,KETELS,723,Israel,1,22,5,109033.1,1,0,1,31627,0,5,Titanium Card,925,1
5285,5760478,SWEETIN,762,Israel,1,54,6,66122.6,1,1,1,43383,0,6,Debit Card,486,1
5286,5733229,WRIGHTMAN,357,USA,0,57,12,87970,1,1,1,93771,1,4,Gold Card,1216,0
5287,5691159,PASCO,761,USA,1,34,9,89451.4,1,0,0,266259,0,1,Elite Card,820,1
5288,5804641,VANDEZANDE,709,USA,0,43,0,0,2,1,0,135907,0,5,Gold Card,717,1
5289,5653717,BLOKZYL,573,UK,0,23,7,0,2,1,1,198044,0,2,Gold Card,496,1
5290,5741914,PANY,672,USA,0,18,10,0,1,1,1,265355,0,1,Debit Card,588,1
5291,5744027,GUNGOR,888,Israel,0,52,13,62899.3,1,1,0,43858,1,1,Elite Card,745,0
5292,5576314,FLORESMARTINEZ,677,UK,0,38,9,103722.8,1,0,1,230494,0,5,Elite Card,562,1
5293,5732885,GREIWE,752,UK,0,23,10,0,2,1,0,231583,0,5,Debit Card,1167,1
5294,5604379,MASCOE,612,USA,0,47,12,0,2,1,1,249336,0,3,Titanium Card,1576,1
5295,5734693,GELTMAN,600,Israel,1,24,7,113774.3,1,1,1,32469,0,3,Debit Card,1789,1
5296,5803153,CIABATTONI,747,Israel,1,29,7,123696.2,1,1,0,256556,0,1,Gold Card,982,1
5297,5704071,RYNERSON,661,USA,1,52,10,35220.8,1,1,1,168973,1,3,Debit Card,440,0
5298,5685274,MCMURRY,652,Israel,0,48,6,65166.7,3,1,1,289521,1,2,Elite Card,1332,0
5299,5794880,LULAY,771,UK,1,26,5,76005,2,1,0,177181,0,1,Titanium Card,958,1
5300,5793844,FEARRINGTON,599,UK,0,71,13,69539.2,1,1,1,38475,0,5,Titanium Card,1278,1
5301,5613988,VERRETT,617,UK,0,37,11,56479.4,2,1,1,169573,0,2,Debit Card,1534,1
5302,5606245,METTLER,770,UK,0,33,9,0,2,1,0,131058,0,2,Titanium Card,764,1
5303,5637639,SLAUTER,801,UK,1,37,9,93491.3,1,0,1,219977,0,3,Elite Card,615,1
5304,5647502,GALASSINI,728,USA,1,18,10,0,2,1,1,12341,0,3,Gold Card,1314,1
5305,5672433,NICLEY,631,USA,1,51,0,50201.9,2,0,0,85551,0,1,Elite Card,908,1
5306,5652868,HEINBACH,697,UK,0,18,14,0,2,1,0,139504,0,5,Elite Card,856,1
5307,5751334,SCHUPPERT,685,UK,0,55,12,69840.5,1,1,1,248361,1,1,Elite Card,1214,0
5308,5730150,MONTELLA,573,UK,0,40,4,0,1,1,0,20349,1,3,Titanium Card,1657,0
5309,5736872,PUNTILLO,417,USA,0,28,2,75795.3,1,0,0,124194,0,1,Gold Card,710,1
5310,5779487,BERZON,759,USA,1,31,1,116120.3,1,1,0,179745,0,1,Titanium Card,655,1
5311,5626439,IPOCK,611,Israel,1,40,2,77177.5,1,0,0,108233,1,4,Elite Card,868,0
5312,5584431,MONTIQUE,812,UK,0,48,1,0,2,1,0,94143,0,1,Debit Card,1746,1
5313,5727077,WALDRUP,722,USA,0,44,8,0,2,1,0,274852,0,2,Debit Card,1660,1
5314,5795392,WOLBRINK,854,UK,1,68,2,80810.6,2,1,1,157809,0,2,Gold Card,915,1
5315,5789215,FALTIN,759,Israel,1,43,0,96451.5,3,1,0,33768,1,3,Gold Card,847,0
5316,5574728,FABERT,686,UK,0,35,5,76900.4,1,1,1,183458,0,6,Titanium Card,716,1
5317,5781042,KLIESCH,662,USA,0,32,4,70455.8,1,1,0,260425,0,5,Titanium Card,450,1
